year,word,frequency
1780,kellosepät,1
1780,ajanmittaus,1
1780,Helsinki,1
1780,1780,1
1780,kellot,1
1780,taskukellot,1
1960,funkis,4
1960,laukut matkalaukut,1
1960,yritykset tukkuliikkeet,2
1960,päivähoito päiväkodit lastentarhat,3
1960,konfirmaatio,1
1960,harrastukset,5
1960,torit,18
1960,aikakauslehdet,3
1960,leikkikalut nuket,2
1960,1960-luku,17
1960,"Helsinki, Makasiinilaituri",3
1960,jonot,3
1960,laivastot,2
1960,myymälät valintamyymälät,7
1960,liikenneväylät,27
1960,rakennukset puurakennukset maatalousrakennusket aitat,1
1960,kansanperinne,1
1960,19601130,5
1960,1964 / 1960 -luku,1
1960,"Helsinki, Munkkiniemen puistotie 15.",2
1960,ikkunat,4
1960,patsaat muistomerkit,5
1960,Elanto,1
1960,suihkulähteet,2
1960,ompelukoneet,3
1960,"Helsinki, Hakaniemen tori",1
1960,"Helsinki, Katariinankatu",1
1960,somistus,8
1960,vaatteet,44
1960,korjaus,1
1960,puutarhaviljely.,6
1960,"Helsinki, Panimokatu 1.",7
1960,lamput,1
1960,tuolit,3
1960,koululiikunta,15
1960,"Helsinki, Kasarmikatu 19 a. Kasarmitori 2.",2
1960,torit aukiot,1
1960,"Helsinki, Pohjoisesplanadi 23. Fabianinkatu 27 - 29.",1
1960,tapahtumat,11
1960,"Helsinki, Snellmaninkatu 9-11",1
1960,"Helsinki, Metsäpurontie",4
1960,viheraluuet puistot,9
1960,"Helsinki, Hietalahdenranta 15",2
1960,"Helsinki, Fredrikinkatu 40, 42. Eerikinkatu",1
1960,"Helsinki, Töölönlahti",5
1960,"Helsinki, Ratakatu 9 ?",1
1960,"Helsinki, Runeberginkatu 1",1
1960,liikenne vesiliikenne,8
1960,kynttilänjalat,1
1960,vesikulkuneuvot puuveneet,2
1960,julkisivut,1
1960,palokunnat paloasemat,2
1960,polttohautaus,3
1960,viheralueet puistot,41
1960,työntekijät henkilöstö,2
1960,ruoanvalmistus,1
1960,orkesterit,2
1960,ilmaisutaito,1
1960,rakennustyöt,6
1960,ahtojää,1
1960,talviurheilu luistelu,1
1960,"Helsinki, Mannerheimintie. Vihdintie. Hämeenlinnanväylä",1
1960,talviurheilu,5
1960,"Helsinki, Kanavanranta",3
1960,hinaajat,1
1960,tavaratalot,3
1960,196008,23
1960,puutarhakalusteet,2
1960,196006,92
1960,196007,99
1960,196005,12
1960,myynti,2
1960,"Helsinki, Kaisaniemi",1
1960,"Helsinki, Pakilantie 40.",4
1960,"Helsinki, Merimiehenkatu 12",3
1960,lähiöt,1
1960,muoti,8
1960,liikenne joukkoliikenne,5
1960,varastot,9
1960,"Helsinki, Linnanrakentajantie 16",6
1960,mainonta ulkomainonta,4
1960,aikuiset,1
1960,sairaalalt,1
1960,hevonen,1
1960,"Helsinki, Lauttasaaren silta",4
1960,"Helsinki, Hämeentie 37,35,33",1
1960,lääkärit,2
1960,"Helsinki, Seurasaari. Porkkalankatu 11",3
1960,tullit,2
1960,pankit,1
1960,"Helsinki, Helsinki Suomi - Finland",2
1960,liikemerkit tunnukset logot,2
1960,juomat mehut,2
1960,onkiminen,5
1960,"Helsinki, Porthaninkatu 12, 13, 15, 17.",1
1960,"Helsinki, Tokoinranta. Eläintarhanlahti.",3
1960,"Helsinki, Koivikkotie Männikötie",3
1960,tekninen piirustus koneenpiirustus,2
1960,veneet moottoriveneet,3
1960,pensaat,7
1960,"Helsinki, Punavuorenkatu 16",2
1960,"Helsinki, Mannerheimintie 14",1
1960,pysäkit,3
1960,puhallinsoittimet,2
1960,"Helsinki, Kasarmitori",2
1960,voimalat voimalaitokset,1
1960,kerrostalot,30
1960,juhlat koulujuhlat vanhojenpäivä,6
1960,"Helsinki, Hämeentie 37",1
1960,liedet,1
1960,teollisuusalueet,2
1960,liikunta hiihto,5
1960,lapsuus,6
1960,äänentoistolaitteet mikrofonit,2
1960,"Helsinki, Lönnrotinkatu 5",1
1960,kyltit,4
1960,teollisuus,11
1960,autonomian aika,1
1960,lastenrattaat,6
1960,yöpuvut,1
1960,urheilijat,11
1960,mainokset valomainokset,3
1960,liikunta,5
1960,soittimet harmonikka,2
1960,vanhemmuus,4
1960,työvaatteet,3
1960,"Helsinki, Fabianinkatu 27, 29, 31.",2
1960,"Helsinki, Myllytie 2 B",4
1960,naamiointi,2
1960,sairaanhoitajat,8
1960,vihealueet puistot,3
1960,pääsiäiskortti,1
1960,vuotuisjuhlat,2
1960,mei,1
1960,"Helsinki, Laajalahdentie 32",2
1960,hameet,1
1960,ilmakuvat,1
1960,autokauppa,1
1960,"Helsinki, Bernhardinkatu 7, 5, 3",1
1960,"Helsinki, Mikonkatu 1, 2, 3",1
1960,lähetystöt,10
1960,sarjakuvat,3
1960,kirkkorakennukset Helsingin tuomiokirkko,4
1960,autot kuorma-autot,5
1960,"Helsinki, Agricolankatu 1-3, 2, 4.",6
1960,huvilat,48
1960,istutukset,33
1960,julkiset rakennukset koulurakennukset,2
1960,piharakennukset,6
1960,leikki leikkikalut,3
1960,luodot,1
1960,1960 -luku alku,1
1960,penkit,1
1960,kansallismuseot,1
1960,kirkko valtionkirkko,4
1960,kirkkorakennukset Helsingin tuomiokirkko Uspenskin katedraali,1
1960,"Helsinki, Lääkärinkatu. Urheilukatu",4
1960,"Helsinki, Toinen linja 4. Eläintarhantie",1
1960,"Helsinki, Raisiontie",1
1960,"Helsinki, Porthaninkatu 13",2
1960,vuodenajat,3
1960,ammatit,8
1960,"Helsinki, Unioninkatu 36",1
1960,"Helsinki, Unioninkatu 31",1
1960,ylioppilaat,2
1960,matot,5
1960,hiukset kampaukset,2
1960,pihat,24
1960,saattajat,5
1960,ruska,1
1960,vesikulkuneuvot veneet laivat jäänmurtajat,1
1960,"Helsinki, Unioninkatu 38",1
1960,"Helsinki, Kolera-allas. Pohjoiseslanadi 13 - 11, 9",1
1960,rakennukset julkiset rakennukset asuinrakennukset,2
1960,purkaminen,2
1960,nautintoaineet,2
1960,"Helsinki, Länsi-Mustasaari",4
1960,vaatteet työvaatteet,7
1960,rakennustyömaat,3
1960,"Helsinki, Yrjönkatu 26, 30.",1
1960,alukset veneet,3
1960,yritykset,1
1960,aidat,16
1960,työmaat,8
1960,tornit,4
1960,rakennustelineet,2
1960,"Helsinki, Ahjonkuja,  Steniuksentie",2
1960,keinut,3
1960,virastotalot,1
1960,autot henkilöautot kuorma-autot,3
1960,romuvarastot,2
1960,missit,2
1960,mekot,1
1960,liikenneväylät tiet,44
1960,luistinradat,1
1960,liikenteenohjaus,3
1960,maantiet,1
1960,merialueet,2
1960,opiskelijat,6
1960,"Helsinki, Armfeltintie 1",5
1960,"Helsinki, Seurasaarensilta",2
1960,"Helsinki, Iso Roobertinkatu",2
1960,uusgotiikka,1
1960,"Helsinki, Suvilahdenkatu 1, 3",1
1960,rakennukset asuinrakennukset huvilat,2
1960,savukkeet,2
1960,liikenne kaupunkiliikenne,31
1960,liikuntavälineet,3
1960,"Helsinki, Tehtaankatu 21, 23",1
1960,panttilainaamot,2
1960,"Helsinki, Lastenlinnankatu 2.",4
1960,arkkitehtuuri jugend,2
1960,"Helsinki, Yrjönkatu 3, 1 - Pieni Roobertinkatu 16",2
1960,julkiset rakennukset oopperatalot,1
1960,hallintorakennukset,5
1960,taulut,1
1960,"Helsinki, Hietaniemenkatu 27",3
1960,"Helsinki, Eteläinen Uunisaari.  Merisatamaranta",5
1960,"Helsinki, Merisatama. Merikatu",3
1960,raitioliikenne,8
1960,"Helsinki, Yrjönkatu 30",2
1960,tehtaat,4
1960,purkutyöt,7
1960,kaupunginosat,4
1960,"Helsinki, Kytösuontie",2
1960,autot hälytysajoneuvot paloautot,1
1960,"Helsinki, Luoto",2
1960,ruuhkaliikenne,15
1960,autot  henkilöautot,2
1960,"Helsinki, Valkosaarenkari, Valkosaari",2
1960,henkilöt,3
1960,19600327,6
1960,"Helsinki, Hietalahti",5
1960,maankäyttö,4
1960,ammatit virkailijat,2
1960,koulurakennukset korkeakoulut,3
1960,lastenvaunut,9
1960,19600518,2
1960,museot ulkomuseot,1
1960,rakennukset asuinrakennukset puurakennukset huvilat,1
1960,"Helsinki, Senaatintori",5
1960,"Helsinki, Unioninkatu 41",1
1960,lastensairaalat,1
1960,suojatiet,1
1960,kasvatus,1
1960,"Helsinki, Unioninkatu 23.",1
1960,liikemerkit logot tunnukset,2
1960,"Helsinki, Riveliniemi",5
1960,teollisuusrakennukset tehtaat,4
1960,mailapelit pesäpallo,1
1960,"Helsinki, Hylkysaari",4
1960,"Helsinki, Kulosaaren kartano. Kivinokka.",2
1960,vaatteet urheiluvaatteet,6
1960,"Helsinki, Hopeasalmenpolku 1. Hylje. Granfeltintie 10.",4
1960,markkinointi,8
1960,rakennusperinne,1
1960,koulut  kansakoulu,1
1960,"Helsinki, Kaivopuisto",2
1960,vuotuisjuhlat joulu,3
1960,surutyö,3
1960,ulkoiluvaatteet,1
1960,puvustus,1
1960,19600229,2
1960,kaupat,5
1960,"Helsinki, Eteläinen Uunisaari.  Harakka.",8
1960,rautatiet,6
1960,merimerkit,4
1960,lammet,1
1960,"Helsinki, Lönnrotinkatu 20",1
1960,kauppaketjut,1
1960,"Helsinki, Hämeentie 2a, 2b.",1
1960,veneet moottoriveneet purjeveneet,8
1960,kioskit,6
1960,1960 - 1961,1
1960,1960 - 1963,29
1960,uskonto,2
1960,1960 -luvun alku,58
1960,näkövammaiset sokeat,5
1960,"Helsinki, Eteläsatama Kolera-allas",1
1960,vesikulkuneuvot sota-alukset,1
1960,rakennukset asuinrakennukset kerrostalot liikerakennukset,1
1960,"Helsinki, Merikannontie 2.",2
1960,vesijätöt,2
1960,purjeveneet,40
1960,tontit,2
1960,makeiset,3
1960,pysäköinti,9
1960,haudat,3
1960,tytöt,5
1960,urheilu voimistelu,4
1960,"Helsinki, Aittatie 11.",2
1960,troolarit,4
1960,hautajaiset,3
1960,liikunta uinti,1
1960,juomat virvoitusjuomat,1
1960,museot taidemuseot,1
1960,näyteikkunat,1
1960,parturit parturi-kampaamot,1
1960,"Helsinki, Lastenlinnantie 2.",7
1960,teollisuusrakennukset,6
1960,koulut lyseot yhteiskoulut,6
1960,myyjät,3
1960,lumi,31
1960,"Helsinki, Urheilukatu 50, 52, 54, 56",1
1960,opettajat,1
1960,alueet asuinalueet,33
1960,tiet,4
1960,pyykinpesu,2
1960,panimot,1
1960,urheilu,14
1960,raitiotiekiskot,3
1960,"Helsinki, Töölön Pallokenttä. Urheilukatu 10-12, 14, 16.",4
1960,jäätelö,2
1960,asuinrakennukset,33
1960,juhlat vuotuisjuhlat vappu,2
1960,"Helsinki, Pajamäentie 1 a",6
1960,lehdot,2
1960,urheilukentät stadionit Helsingin Olympiastadion,1
1960,korit,2
1960,puulajit vaahtera,1
1960,jalkineet,2
1960,kahvilat,6
1960,julkinenliikenne,1
1960,liikuntatilat urheilukentät. lapset,1
1960,kuorma-autot,2
1960,pelaaminen,1
1960,kukat,18
1960,soutuveneet,6
1960,modistit,1
1960,"Helsinki, Merikatu 9",3
1960,"Helsinki, Merisatama",13
1960,"Helsinki, Korkeavuorenkatu 12",1
1960,terassit,3
1960,autot,101
1960,asemat linja-autoasemat,2
1960,vesikulkuneuvot puuveneet veneet,1
1960,"Helsinki, Hevossalmi. Kaljuuttiniemi",4
1960,kalakauppa,2
1960,hitsaus,1
1960,1960 luku alku,1
1960,leikkikalut nuket puulelut leikkiautot,1
1960,"Helsinki, Vallila, Virtaintie 14, Päiväkoti Vallilaakso",12
1960,takit,1
1960,sisustus,1
1960,kuistit,2
1960,sukset,5
1960,yliopistot,1
1960,rakennukset ravintolat,1
1960,Ilm. 1960,8
1960,"Helsinki, Hallituskatu 3 - Ritarikatu 4",2
1960,sairaanhoito,1
1960,"Helsinki, Turunlinnantie",1
1960,muusikot,5
1960,rahtilaivat,1
1960,"Helsinki, Eteläsatama Kolera-allas.",1
1960,"Helsinki, Hietalahdenranta 11. Abrahaminkatu 1 - 5",3
1960,miehet,17
1960,Aasuinrakennukset,1
1960,katedraalit,1
1960,kärryt,3
1960,matkailu,8
1960,hiukset,2
1960,"Helsinki, Lapinmäentie 1a, 1b",3
1960,"Helsinki, Kaikukuja 5 - Pengerkatu 4",3
1960,säädyt aateli,1
1960,julkiset rakennukset kirkkorakennukset,4
1960,vesikulkuneuvot rahtilaivat,2
1960,"Helsinki, Matosaari",29
1960,"Helsinki, Korkeasaari",16
1960,"Helsinki, Satamasaarentie (nykyinen)",4
1960,varhaislapsuus,6
1960,autot linja-autot,5
1960,"Helsinki, Annankatu 8",1
1960,juhlapäivät,3
1960,"Helsinki, Mannerheimintie 8. Lönnrotinkatu 2",1
1960,kaupungintalot,5
1960,soittimet vibrafoni ksylofoni kellopeli,1
1960,soittimet harmonikka rummut puhallinsoittimet,2
1960,lastenkodit,2
1960,sulkatyöt,1
1960,puistot,34
1960,"Helsinki, Paavo Nurmen tie 1",16
1960,"Helsinki, Simonkatu 3. Salomonkatu 2",1
1960,tieliikenne,2
1960,"Helsinki, Kiviparintie 2.",2
1960,puserot,1
1960,"Helsinki, Hopeasalmenpolku 1.",15
1960,"Helsinki, Lapinmäentie 1 b, 1 a. Vanha Viertotie 6, 8.",4
1960,matkustajat,4
1960,asiakkaat,8
1960,"Helsinki, Toinen linja 15, 17, 19, 23.",1
1960,valokuvausvälineet kamerat jalustat,1
1960,äitiys,4
1960,lahjat,2
1960,"Helsinki, Sinebrychoffin puisto",1
1960,vesikulkuneuvot veneet puuveneet moottoriveneet purjeveneet,3
1960,hatut,3
1960,poliittiset liikkeet,1
1960,kengät,4
1960,"Helsinki, Mannerheimintie. Erottaja",1
1960,ompelijat,1
1960,osakunnat,6
1960,"Helsinki, Hietalahdentori",4
1960,laivat rahtilaivat,1
1960,metsät,1
1960,"Helsinki, Salomonkatu 15",1
1960,"Helsinki, Merisatamanranta",2
1960,nuoriso,3
1960,kampaukset,2
1960,"Helsinki, Näkinkuja 3",1
1960,maakulkuneuvot raitiovaunut,2
1960,"Helsinki, Rehbinderintie 15, 17. Hornintie 1",2
1960,studiot,1
1960,"Helsinki, Eerikinkatu 35",1
1960,"Helsinki, Lapinmäentie 1b, 1a.",3
1960,koulurakennukset,24
1960,aurinkovarjot,1
1960,oppiaineet kotitalous,1
1960,kauppiaat,1
1960,196003,5
1960,vaatteet hatut,3
1960,rautatieasemat,1
1960,valaisimet,1
1960,"Helsinki, Satamakatu 5, 7",1
1960,raideliikenne,6
1960,"Helsinki, Tavaststjernankatu 17, 15, 13. Arvo Ylpön puisto.",2
1960,ompelu,3
1960,lastenvaunut lastenrattaat,2
1960,risteykset,23
1960,"Helsinki, Kullervonkatu 7",1
1960,kaiuttimet,1
1960,mainokset,6
1960,"Helsinki, Hevossalmi",4
1960,19600313,4
1960,tuotteet,5
1960,"Helsinki, Hietalahdenranta 13",1
1960,koirankopit,2
1960,"Helsinki, Simonkatu 2-4",2
1960,kattovalaisimet,1
1960,tyttökoulut,1
1960,"Helsinki, Tukholmakatu 2. Töölöntulli. Mannerheimintie",2
1960,seurustelu,2
1960,vesikulkuneuvot veneet purjeveneet,4
1960,juhlat,16
1960,esikaupungit,29
1960,vaatehuolto silitys,1
1960,naiset tytöt,2
1960,"Helsinki, Hakaniemenkatu 2",1
1960,"Helsinki, Mannerheimintie 9.  Postikatu 1, 2.",1
1960,sorsat,3
1960,"Rantapolku 15, Helsinki",2
1960,lepo,2
1960,valaisimet lamput,4
1960,leikkikalut,4
1960,rannat,89
1960,esitykset konsertit,2
1960,vesikulkuneuvot purjelaivat koululaivat,1
1960,päiväkodit lastentarhat,12
1960,valokuvausliikkeet,1
1960,markkinat,2
1960,yö,4
1960,kulkuneuvot autot,1
1960,vanhemmat,3
1960,"Helsinki, Lönnrotinkatu 25, 23, 21",1
1960,jalkakäytävät,10
1960,kirkkorakennukset,11
1960,laiturit mattolaiturit,2
1960,laiturit,43
1960,äänentoistolaitteet,1
1960,näytelmät lastennäytelmät,1
1960,kuvanveistäjä,2
1960,kellot,1
1960,1960 -luvulla,3
1960,huumori,1
1960,"Helsinki, Roihuvuorentie",3
1960,vuotuisjuhlat vappu,3
1960,päivähoito,4
1960,"Helsinki, Töölöntullinkatu",3
1960,koristeet joulukoristeet,3
1960,viheralueet,14
1960,työmaat kadunrakennus,1
1960,"Helsinki, Pohjoinen Makasiinikatu 1. Eteläranta 12",3
1960,1960 ilm,4
1960,maakulkuneuvot,4
1960,"Helsinki, Hesperian puisto, Töölönlahti",1
1960,"Helsinki, Munkkisaarenkatu 3",4
1960,vaatteet takit,6
1960,stadionit,19
1960,"Helsinki, Hämeentie 5, 3, 1.",1
1960,alueet,5
1960,portaat,3
1960,nosturit,28
1960,purjehdus,22
1960,tupakka,7
1960,retkeilyvarusteet,8
1960,maataloustyö,1
1960,"Helsinki, Erottaja",3
1960,mailapelit,2
1960,alueet asuinalueet lähiöt,16
1960,"Helsinki, Ruskeasuo 5",2
1960,leikkikalut nuket vesilelut veneet,1
1960,leikkipuistot leikkipaikat,1
1960,koululaiset,10
1960,"Helsinki, Sörnäisten rantatie 9",2
1960,"Helsinki, John Stenberginranta",2
1960,pelaajat,1
1960,kivi,1
1960,joutsenet,1
1960,"Helsinki, Albertinkatu 32, 34.",1
1960,julkiset rakennukset kirkot,3
1960,leikki-ikäiset,4
1960,juhlamenot,1
1960,liittymät,4
1960,"Helsinki, Urheilukatu 42",1
1960,linja-autoliikenne,1
1960,säilytys,5
1960,vesialueet,113
1960,vaatteet housut paidat,1
1960,"Helsinki, Tattariharjuntie 24",2
1960,Helsinki,10
1960,liikerakennukset kauppahallit,3
1960,ulkoilu,26
1960,puuteollisuus,4
1960,musiikki,9
1960,kesänvietto,15
1960,"Helsinki, Lauttasaaren silta.",2
1960,huolto,8
1960,leivonnaiset,1
1960,esitykset,1
1960,voimalinjat,2
1960,vierailut,2
1960,naiseus naiskuva mielikuvat,2
1960,käytävät,6
1960,"Helsinki, Eteläsatama Olympialaituri.",5
1960,patsaat,5
1960,"Helsinki, Tähtitornin vuori. Eteläsatama",5
1960,pojat,5
1960,kauppa tukkukauppa,6
1960,autot henkilöautot linja-autot,11
1960,ylioppilaslakit,1
1960,rakennukset puutalot asuinrakennukset,1
1960,"Helsinki, Karhutie 36",20
1960,vuodenajat kevät,3
1960,julkinen taide,1
1960,kottikärryt,6
1960,polkupyörät,10
1960,1960 - 1970 -luku n,1
1960,pursiseurat,36
1960,pelit lautapelit,1
1960,raitiotiet,6
1960,"Helsinki, Näyttelijäntie",2
1960,"Helsinki, Helsinki",15
1960,tekojääradat,1
1960,tekemällä oppiminen,2
1960,julkiset rakennukset,8
1960,lelut,1
1960,"Helsinki, Lauttasaarenkatu. Porkkalankatu",4
1960,"Helsinki, Yrjönkatu 30, 26.",6
1960,soittimet kitara,1
1960,muistomerkit,15
1960,puut,21
1960,"Helsinki, Kulosaaren silta",11
1960,"Helsinki, Eteläinen Hesperiankatu 38",3
1960,uimalat,3
1960,tunteet suru,3
1960,autot linja-autot henkilöautot,2
1960,"Helsinki, Töölönlahti.  Hesperian puisto",2
1960,lääkekemia,1
1960,päähineet hatut,2
1960,"Helsinki,",42
1960,"Helsinki, Tallberginkatu 1. Lauttasaaren silta.",3
1960,työläiset,17
1960,"Helsinki, Särkiniemen puisto.",2
1960,"Helsinki, Eläintarhanlahti. Tokoinranta.",8
1960,demokratia,5
1960,"Helsinki, Siltavuorensalmi. Pitkänsillanranta 3. Siltasaarenkatu 2.",2
1960,rakennukset kerrostalot liikerakennukset,1
1960,kirjastot yliopistokirjastot,1
1960,tulitikkuteollisuus,4
1960,puistot puistikot,2
1960,astiat,2
1960,"Helsinki, Vuorilahdentie 1",12
1960,"Helsinki, Eläintarhantie 7",5
1960,veneily purjehdus,1
1960,"Helsinki, Eläintarhantie 1",1
1960,"Helsinki, Näyttelijäntie 2. Thalianaukio.",3
1960,lapset tytöt,1
1960,koulut kansakoulut,26
1960,"Helsinki, Lönnrotinkatu 29",2
1960,kalastus,14
1960,pallot,1
1960,"Helsinki, Valkosaarenkari",2
1960,"Helsinki, Kolmas linja 33,31.",1
1960,1960,84
1960,oppilaat,17
1960,pakettiautot,2
1960,pysäköintialueet,3
1960,hauki,2
1960,istuimet,8
1960,yhdistykset,3
1960,liputus,5
1960,poliisi,4
1960,"Helsinki, Tivolikuja 1. Tivolitie 10.",3
1960,salit,3
1960,"Helsinki, Kauppatori",1
1960,lääketiede,5
1960,"Helsinki, Laajasalon öljysatama",13
1960,puutarhat siirtolapuutarhat,18
1960,"Helsinki, Seurasaari",6
1960,erkkerit,1
1960,"Helsinki, Töölöntullinkatu 4, 6.",2
1960,"Helsinki, Harakka",1
1960,vaatteet juhlavaatteet,2
1960,"Helsinki, Urheilukatu 6,8,10,12",1
1960,liikehuoneistot,11
1960,pienoismallit,1
1960,portit,6
1960,ruokailu,4
1960,funktionalismi,6
1960,ravitsemusliikkeet kahvilat,2
1960,maitovalmisteet,2
1960,hyppylajit,2
1960,silmälasit,4
1960,meret,4
1960,lastenhoito,15
1960,liittäminen,1
1960,kellosepät,1
1960,fysikaalinen hoito hieronta,5
1960,"Helsinki, Kaivopuisto. Ehrenströmintie. Särkkä. Länsi-Musta. Pikku-Musta.",1
1960,vuorovaikutus,3
1960,19600410,17
1960,kankaat,1
1960,"Helsinki, Helsinginkatu. Wallininkatu",49
1960,purjehdusseurat,11
1960,"Helsinki, Katajaharjuntie 15",2
1960,"Helsinki, Ryssänsaari",1
1960,"Helsinki, Itäinen Pihlajasaari",1
1960,1960 -luku loppu,2
1960,"Helsinki, Eteläsatama Katajanokanlaituri.",1
1960,puutarhanhoito istutukset kukkaistutukset,2
1960,junat junanvaunut veturit,2
1960,muoti muotiala,1
1960,"Helsinki, Itäväylä. Kulosaaren silta",7
1960,huvit,5
1960,julkiset rakennukset museorakennukset,1
1960,rakennukset kivirakennukset,1
1960,"Helsinki, Runeberginkatu 20-24.",1
1960,arkut,3
1960,messut,1
1960,rakennukset asuinrakennukset puurakennukset,20
1960,lumipeite,7
1960,19600604,1
1960,rakennukset toimistorakennukset,2
1960,"Helsinki, Sörnäisten ranta",2
1960,tuhka,2
1960,soittimet,2
1960,radio,1
1960,puhelinpalvelut,6
1960,"Helsinki, Tammisalontie 12",9
1960,1960 n.,64
1960,merijää,3
1960,lautat,12
1960,suklaa,1
1960,juoksulajit,8
1960,näyttämöpuvut,1
1960,televisio-ohjelmat,1
1960,vuodenajat syksy,3
1960,arvot kauneus,2
1960,nuppineulat,1
1960,vesialueet lahdet,1
1960,kivirakennukset,4
1960,teollisuusrakennukset meijerit,3
1960,"Helsinki, Hevossalmen venesatama. Variksennokka.",2
1960,välitunnit,3
1960,"Helsinki, Pohjolankatu 38. Kullervonkatu 20.",3
1960,maatilat,9
1960,pakkaukset,7
1960,metalliteollisuus konepajateollisuus,2
1960,moottoriveneet,33
1960,asumukset majat,11
1960,"Helsinki, Tulisuontie",4
1960,puutarhakasvit,5
1960,liikenne kaupunkiliikenne linja-autoliikenne,7
1960,liikenneväylät kadut,12
1960,veistokset,3
1960,torikauppa,8
1960,"Helsinki, Tehtaankatu 19, 17, 15",1
1960,ravintolat,28
1960,trukit,2
1960,"Helsinki, Mannerheimintie 20. Simonkatu 2-4.",1
1960,rakentaminen,6
1960,kirkkorakennukset Pyhän kolminaisuuden kirkko,1
1960,urheiluhistoria,1
1960,kevät,13
1960,muotokuvat,1
1960,purjehtiminen,12
1960,avantouinti,4
1960,vesikulkuneuvot veneet,3
1960,satamat,56
1960,"Helsinki, Kallvikintie 41.",2
1960,"Helsinki, Mannerheimintie 34.",1
1960,liikennemerkit,3
1960,onget,5
1960,vesistöt meret,9
1960,autot säiliöautot,5
1960,"Helsinki, Hepokalliontie 27",3
1960,meijeriteollisuus,2
1960,postimerkit,1
1960,Oylmpialaiset,1
1960,"Helsinki, Telakkakatu 6. Munkkisaarenkatu 1.",4
1960,huoltamot,6
1960,juomateollisuus,1
1960,työvälineet,14
1960,kesä,98
1960,kilpailut,14
1960,n 1960,1
1960,"Helsinki, Kolera-allas. Pohjoiseslanadi 13 - 11",2
1960,"Helsinki, Särkiniemen puisto",6
1960,linnoitukset,5
1960,pyykit,3
1960,aukiot,4
1960,liikuntatilat,3
1960,säätyvaltiopäivät,1
1960,"Helsinki, Pohjoinen Uunisaari",4
1960,liikuntavälineet luistimet,2
1960,"Helsinki, Ehrenströmintie 3.",1
1960,keraaminen teollisuus,1
1960,symbolit,2
1960,"Helsinki, Munkkivuori",3
1960,1960 tammikuu,1
1960,"Helsinki, Koskelantie",3
1960,"Helsinki, Merisatama. Meristamanranta.",3
1960,tehdasrakennukset punatiilitalot,1
1960,savupiiput,9
1960,koulut yhteiskoulut,4
1960,kadut,71
1960,"Helsinki, Eläintarhantie 1. Porthaninrinne 1",2
1960,pensasaidat.,5
1960,vihannekset marjat,1
1960,ulkomuseot,3
1960,museot,2
1960,kuljettajat,1
1960,"Helsinki, Töölönlahti.  Kaisaniemi.",1
1960,"Helsinki, Albertinkatu 31 - Kalevankatu 34.",1
1960,"Helsinki, Mäyrätie 1",4
1960,osuustoiminta,32
1960,rakennukset kerrostalot,3
1960,19600419,1
1960,1959; 1960?,1
1960,"Helsinki, Tehtaankatu 23",4
1960,"Helsinki, Kalastajatorpantie 2",3
1960,"Helsinki, Sturenkatu 4",7
1960,yleisö,29
1960,"Helsinki, Ahjonkuja",1
1960,"Helsinki, Kluuvikatu 1",2
1960,"Helsinki, Uudenmaankatu 22-20",1
1960,krematoriot,3
1960,"Helsinki, Porkkalankatu",4
1960,"Helsinki, Myllykalliontie 3",9
1960,vesikulkuneuvot veneet puuveneet,9
1960,"Helsinki, Ehrenströmintie",2
1960,1960-luvun alku,5
1960,sanomalehdet,1
1960,valaistus,1
1960,pukeutuminen,35
1960,vihannekset,2
1960,uimarannat,24
1960,katuvalaistus,23
1960,"Helsinki, Teatteriesplanadi",4
1960,puulajit koivu,6
1960,kokoontumiset,1
1960,kamerat televisiokamerat,1
1960,oppiaineet käsityö,4
1960,rakennukset huvilat,1
1960,Rasvaletti-näyttely,7
1960,puutalot,1
1960,1960 n,25
1960,laivanrakennus,4
1960,1960 -luku,479
1960,perheet,4
1960,saaret,163
1960,rakentaminen talonrakennus,3
1960,"Helsinki, Jorvaksentie",1
1960,rakennukset asuinrakennukset puurakennukset kerrostalot,1
1960,telineet työtelineet,2
1960,"Helsinki, Agricolankatu 4. Porthaninkatu 17.",1
1960,"Helsinki, Rautatientori",3
1960,"Helsinki, Kulosaarensilta",4
1960,tanssi,1
1960,tervehdykset,1
1960,myymälät vaateliikkeet,1
1960,uni,3
1960,rannikot lahdet,8
1960,"Helsinki, Ehrenströmintie. Kaivopuistonranta",2
1960,päällysvaatteet,1
1960,vesiliikenne,1
1960,"Helsinki, Eteläsatama Olympialaituri",1
1960,autot pakettiautot kuorma-autot henkilöautot,3
1960,laulaminen,1
1960,varjostimet,3
1960,hevosajoneuvot reet,1
1960,kartanot,9
1960,linnut,7
1960,pylväät,1
1960,rakennukset tiilirakennukset,1
1960,"Helsinki, Tukholmakatu 2. Töölöntulli. Lääkärinkatu",3
1960,"Helsinki, Pohjoinen Uunisaari.",3
1960,"Helsinki, Engelin aukio",7
1960,teltat,8
1960,jugend,3
1960,"Helsinki, Hiihtomäentie 23",2
1960,tehtaat tehdasrakennukset,1
1960,vesilinnut,7
1960,"Helsinki, Kaivokatu. Rautatientori",1
1960,talvi,59
1960,"Helsinki, Armas Lindgrenin tie 15. Hylje.",3
1960,"Helsinki, Engelinaukio 8, Armfeltintie 6.",4
1960,kalusteet kadunkalusteet,2
1960,uimahyåyt,2
1960,"Helsinki, Paturintie 8",2
1960,joukkuepelit mailapelit,1
