year,word,frequency
1970,"Helsinki, Kluuvikatu, Yliopistonkatu 5",1
1970,"Helsinki, Castréninkatu 18",2
1970,"Helsinki, Katariinankatu 3",7
1970,kauppahallit,47
1970,"Helsinki, Katariinankatu 4",1
1970,"Helsinki, Kalevankatu 43",1
1970,olut,2
1970,lastentarvikkeet,2
1970,197009y,1
1970,"Helsinki, Albertinkatu 7. Punavuorenkatu",2
1970,kupolit,8
1970,linnut vesilinnut,1
1970,aurinko,1
1970,"Helsinki, Porvoonkatu. Viipurinkatu",4
1970,"Helsinki, Pohjoinen Stadiontie",24
1970,"Helsinki, Fleminginkatu 12",3
1970,leirintäalueet,1
1970,"Helsinki, Pohjoinen Makasiinikatu 9",138
1970,"Helsinki, Fleminginkatu 16",6
1970,"Helsinki, Fleminginkatu 17",2
1970,"Helsinki, Fleminginkatu 14",2
1970,"Helsinki, -",1
1970,"Helsinki, Itäinen Puistotie 5",6
1970,lepo,1
1970,"Helsinki, Itäinen Puistotie 3",4
1970,koti,3
1970,"Helsinki, Koulutanhua 1",1
1970,"Helsinki, Pikku Kallahti",12
1970,kuvanveistäjät,16
1970,toimistotalot,2
1970,eläkeläiset,459
1970,aurat,1
1970,alueet virkistysalueet viheralueet puistot,10
1970,siirtolapuutarhat,124
1970,"Helsinki, Torkkelinkatu",2
1970,kulkuneuvot maakulkuneuvot ajoneuvot moottoriajoneuvot autot,3
1970,ratsastuskentät,4
1970,alkoholilaki,2
1970,"Helsinki, Perämiehenkatu",4
1970,ammatit,34
1970,linja-autot,340
1970,kartat,90
1970,varjot,3
1970,"Helsinki, Lehdesmäentie 3",1
1970,poliitikot,3
1970,"Helsinki, Hämeentie",19
1970,"Helsinki, Iso Roobertinkatu 14",8
1970,virkamiehet,1
1970,liikerakennukset,314
1970,"Helsinki, Kirjatyöntekijänkatu 8, 6.",2
1970,viemäriverkot,2
1970,"Helsinki, Eteläinen Makasiinikatu. Kasarmitori",3
1970,"Helsinki, Eläintarhantie 7",10
1970,"Helsinki, Kastelholmantie 6",1
1970,"Helsinki, Joukolantie",2
1970,kodit olohuoneet,4
1970,miekkailu,1
1970,rakennukset julkiset rakennukset liikerakennukset,1
1970,"Helsinki, Porkkalankatu",10
1970,rakennukset asuinrakennukset kerrostalot julkiset rakennukset liikerakennukset,1
1970,"Helsinki, Kaisaniemenlahti. Siltavuorensalmi",3
1970,pöytäliinat,4
1970,koira,81
1970,kiveys,270
1970,vaatteet talvivaatteet takit,2
1970,maantieliikenne,1
1970,sikarit,1
1970,"Helsinki, Merisatamanranta",11
1970,jääkaapit,20
1970,sosiaaliset ongelmat,22
1970,"Helsinki, Mikonkatu 7",1
1970,venesatamat,24
1970,rivitalot,6
1970,"Helsinki, Viides linja 11",24
1970,parranajo,3
1970,proomut,2
1970,palstaviljely,6
1970,"Helsinki, Albertinkatu 20, 17. Iso-Roobertinkatu 39",1
1970,korjaus kunnossapito,2
1970,sisustustekstiilit,6
1970,meriteollisuus,13
1970,1970,385
1970,"Helsinki, Kauppatori, Katajanokanlaituri",1
1970,apteekit,4
1970,poliittiset asenteet,1
1970,"Helsinki, Keskuskatu 6",5
1970,päähineet baskeri,2
1970,kupit,2
1970,"Helsinki, Pitkäsilta",8
1970,"Helsinki, Kristianinkatu 15",1
1970,"Helsinki, Keskuskatu 8",5
1970,kuormautot,6
1970,sotilaat,3
1970,"Helsinki, Yliskyläntie 7",15
1970,diakuvat,2
1970,Lasipalatsi,1
1970,"Helsinki, Eerikinkatu 11",1
1970,"Helsinki, Ruoholahdenranta 7. Köydenpunojankatu 8.",4
1970,energiantuotanto,3
1970,vaatteet housut takit talvivaatteet,1
1970,"Helsinki, Museokatu 44",8
1970,ajoneuvot,1156
1970,kadunrakennus,22
1970,varuskunnat,4
1970,päiväkodit,21
1970,tiilet,4
1970,näyttelyt valokuvanäyttelyt,1
1970,pyörät,4
1970,parvekkeet,186
1970,risteilyalukset,1
1970,leikkikentät,1
1970,keli,1
1970,keittiöt,31
1970,"Helsinki, Pietarinkatu. Neitsytpolku",2
1970,päähineet,95
1970,"Helsinki, Neljäs linja 22, 24",4
1970,"Helsinki, Kastelholmantie 3",1
1970,197005,1707
1970,kassakoneet,3
1970,"Helsinki, Asema-aukio",1
1970,"Helsinki, Kastelholmantie 4",5
1970,"Helsinki, Hakaniemen silta",12
1970,"Helsinki, Albertinkatu 13. Punavuorenkatu",2
1970,omakotitalot,92
1970,huoneet olohuoneet,5
1970,salmet,258
1970,suihkukaivot,28
1970,viemärit,20
1970,"Helsinki, Albertinkatu 10. Merimiehenkatu 27",4
1970,tolpat,2
1970,ulkomainonta,70
1970,rakennukset liikerakennukset asuinrakennukset,5
1970,lapset,1594
1970,ulkovalaistus,4
1970,"Helsinki, Mekaanikonkatu",3
1970,"Helsinki, Siltatie 2",1
1970,hinnat,6
1970,"Helsinki, Fredrikinkatu 56",16
1970,"Helsinki, Kaivokatu. Mikonkatu 13",1
1970,keskukset ostoskeskukset,15
1970,laivat,265
1970,aluskasvit,2
1970,"Helsinki, Läntinen Papinkatu 6",2
1970,"Helsinki, Karhupuisto. Agricolankatu",4
1970,työkoneet,22
1970,tehdasrakennukset,10
1970,19700612,55
1970,kivijalkamyymälät,12
1970,sangot,1
1970,vajat,5
1970,sisustus pöydät tuolit keinutuolit,1
1970,alttarit,38
1970,"Helsinki, Länsisatama",1
1970,toimitilat,4
1970,yhteiskuntakritiikki,1
1970,"Helsinki, Käskynhaltijantie 11",3
1970,piirustustaide,1
1970,"Helsinki, Kristianinkatu 7",1
1970,"Helsinki, Kristianinkatu 4",1
1970,"Helsinki, Torkkelinkuja 8",1
1970,ulkoleikit,45
1970,"Helsinki, Torkkelinkuja 4",2
1970,joulu,1
1970,"Helsinki, Kaarenjalka 3, 4, 6. Kontulankaari 4",2
1970,iskulauseet,23
1970,puolustusvoimat,3
1970,rakennukset asuinrakennukset liikerakennukset,4
1970,siilot,2
1970,pilasterit,3
1970,"Helsinki, Meritullinkatu 20",1
1970,kirkot,44
1970,aukiot torit,10
1970,"Helsinki, Meritullinkatu 24",1
1970,"Helsinki, Meritullinkatu 25",1
1970,matkailu,2
1970,"Helsinki, Ketokivenkaari 1",7
1970,"Helsinki, Ketokivenkaari 3",8
1970,tekstiilihuolto pyykinpesu,3
1970,puurakennukset,333
1970,koulutus,26
1970,vesilentokoneet,3
1970,"Helsinki, Mekaanikonkatu. Sahaajankatu",3
1970,kallot,1
1970,itsenäisyyspäivä,1
1970,vesilaitokset,9
1970,"Helsinki, Toinen Linja 19",2
1970,rasiat,1
1970,"Helsinki, John Stenbergin ranta 2, 4, 6.",2
1970,matkaradiot,2
1970,lämpövoimalat,5
1970,varikot,65
1970,"Helsinki, Säästöpankinranta 3",1
1970,huoneet,29
1970,"Helsinki, Säästöpankinranta 4",2
1970,"Helsinki, Säästöpankinranta 8",4
1970,olohuoneet,2
1970,portaat,220
1970,"Helsinki, Isännänpolku. Ostoskeskus",1
1970,sähkölinjat,6
1970,Satamat,6
1970,"Helsinki, Pihlajamäentie 5",21
1970,"Helsinki, Agricolankatu 7",2
1970,polttopuut,1
1970,"Helsinki, Sörnäisten rantatie",87
1970,liikennevälineet,2
1970,rekisterikilvet,6
1970,urheilukentät,55
1970,vesiputoukset,4
1970,"Helsinki, Kaivokatu, Mikonkatu",2
1970,muuntajat,9
1970,"Helsinki, Kolmas linja 22",2
1970,mäet,1
1970,"Helsinki, Pohjoinen Hesperiankatu",2
1970,"Helsinki, Kolmas linja 29",2
1970,"Helsinki, Ässänrinne 4",1
1970,"Helsinki, Hallituskatu 7",13
1970,kitara,10
1970,"Helsinki, Kaarenjalka 6. Kontulankaari 2",11
1970,"Helsinki, Annankatu 12",1
1970,ammattikoulutus,2
1970,kuulokkeet,2
1970,pesu,3
1970,käyttö koekäyttö,1
1970,henkilökohtainen hygienia,1
1970,"Helsinki, Eteläinen Uunisaari",3
1970,julkiset tilat,1
1970,vesirakennus,3
1970,"Helsinki, Latokartanonkaari 3",3
1970,ikäkaudet,7
1970,tavaraliikenne rahti,7
1970,ladut,5
1970,laivanvarustus,13
1970,"Helsinki, Sammonkatu, Ilmarinkatu",12
1970,polkupyöräilijät,6
1970,"Helsinki, Tehtaanpuisto. Sepänkatu 7, 9.",2
1970,"Helsinki, Eteläesplanadi 6",1
1970,"Helsinki, Eteläesplanadi 4",1
1970,"Helsinki, Pitkäsilta, Siltavuorensalmi",3
1970,Kuu,2
1970,paperi,1
1970,Makkaratalo,20
1970,"Helsinki, Myllypurontie",3
1970,vedenpuhdistus,3
1970,vanhukset,41
1970,räätälit,1
1970,kodintekstiilit pöytäliinat,3
1970,"Helsinki, Eteläsatama",46
1970,vaatteet housut takit,7
1970,liput,171
1970,opasteet,48
1970,kaislikot,69
1970,"Helsinki, Mannerheimintie 30",1
1970,katoliset katolilaisuus,38
1970,"Helsinki, Siltasaarenkatu 22",1
1970,maalaukset,8
1970,"Helsinki, Kustaa Vaasan tie. Koskelantie",28
1970,käyttäytyminen,1
1970,jalankulkijat asuinalueet,2
1970,muurit,3
1970,hallintorakennukset,1
1970,"Helsinki, Unioninkatu 6",2
1970,pahoinpitely,1
1970,"Helsinki, Unioninkatu 4",3
1970,asuinrakennukset kerrostalot,17
1970,"Helsinki, Laajasalo",1
1970,naispoliitikot,1
1970,"Helsinki, Lutherinkatu 3",4
1970,aikakauslehdet,2
1970,"Helsinki, Fleminginkatu 12b",1
1970,"Helsinki, Sampsantie 11(?)",2
1970,jalankulku,10
1970,mallinuket,2
1970,katot harjakatot,5
1970,heinä,3
1970,pitsit,1
1970,luottamustehtävät,9
1970,ratagolf,1
1970,"Helsinki, Hakaniemen torikatu",83
1970,"Helsinki, Hakaniementori. Sörnäisten rantatie 1, 3, 5, 7. Hakaniemen torikatu 4. Viherniemenkatu 7, 9.",3
1970,"Helsinki, Ensi linja 2",3
1970,"Helsinki, Katajanokanlaituri. Eteläsatama",4
1970,jätteet jätepaperi,2
1970,"Helsinki, Liisankatu 3",1
1970,huonekalut tuolit sängyt pöydät,2
1970,pesutuvat,2
1970,ukkonen,2
1970,"Helsinki, Korkeavuorenkatu 21 - Punanotkonkatu 4",4
1970,kouluympäristö,23
1970,jääkiekko,1
1970,"Helsinki, Liisankatu. Meritullinkatu",3
1970,"Helsinki, Sibeliuksenkatu",2
1970,"Helsinki, Pieni Roobertinkatu 10, 8",2
1970,aitaukset,25
1970,eteistilat,4
1970,maakulkuneuvot metrojunat,1
1970,"Helsinki, Aadolfinkatu 3,1",5
1970,ruokailutilat,2
1970,leikkokukat,3
1970,ahjot,2
1970,tulisijat,1
1970,talviurheilu,1
1970,muoti asuinalueet,1
1970,"Helsinki, Ruoholahdenkatu, Lastenkodinkatu",4
1970,"Helsinki, Kaisaniemenkatu. Vuorikatu 16",2
1970,"Helsinki, Erottajankatu",11
1970,urheiluvaatteet,1
1970,konsertit,19
1970,posti,1
1970,"Helsinki, Franzéninkatu 22",1
1970,"Helsinki, Franzéninkatu 21",4
1970,pankit,8
1970,vankilat,1
1970,"Helsinki, Mäntytie 2",38
1970,verstaat pajat,2
1970,"Helsinki, Olavinlinnantie 5, 7. Kastelholmantie 4.",3
1970,keskustat,482
1970,lumi puut,2
1970,puhallinsoittimet,1
1970,kerrostalot,3195
1970,"Helsinki, Ilomäenpolku",3
1970,rakennukset asuinrakennukset julkiset rakennukset kerrostalot liikerakennukset,1
1970,liedet,7
1970,"Helsinki, Ehrensvärdintie 29",1
1970,"Helsinki, Sibeliuksen puisto",105
1970,"Helsinki, Museokatu 17, 34.",3
1970,köyhyys,3
1970,"Helsinki, Kirkkokatu 16",1
1970,sääilmiöt sade,1
1970,"Helsinki, Vallila, Virtaintie 14, Päiväkoti Vallilaakso",4
1970,liikunta,16
1970,saostuskaivot,1
1970,"Helsinki, Unioninkatu 28",1
1970,"Helsinki, Fleminginkatu",62
1970,"Helsinki, Nilsiänkatu 15, 13",2
1970,eläimet,5
1970,hellyydenosoitukset,1
1970,"Helsinki, Mannerheimintie. Helsinginkatu",3
1970,"Helsinki, Asematunneli",13
1970,"Helsinki, Punavuorenkatu 14",6
1970,kaupunkikuvat,2
1970,"Helsinki, Torkkelinkuja 3",3
1970,lämmitys,2
1970,lapset tytöt pojat,2
1970,19700606,20
1970,hyppyrimäet,3
1970,huvilat,17
1970,istutukset,1
1970,tohtorit,1
1970,louhinta,2
1970,luodot,45
1970,parturi-kampaamot,3
1970,päihdeongelmat,18
1970,"Helsinki, Tervasaari",37
1970,ylioppilaat,7
1970,"Helsinki, Aleksanterinkatu 1. Meritullintori 4.",2
1970,luukut,1
1970,pihat,682
1970,puurakentaminen,3
1970,"Helsinki, Unioninkatu 38",5
1970,purkaminen,29
1970,"Helsinki, Kasarmikatu",12
1970,vaatteet työvaatteet,18
1970,maalaus ruiskumaalaus,2
1970,aidat,759
1970,"Helsinki, Kajaaninlinnantie 4, 7",2
1970,tornit,131
1970,"Helsinki, Meritullinkatu 15",1
1970,Helsinki -- Kauppatori,70
1970,virastotalot,19
1970,Merisatama,15
1970,liikenteenohjaus,4
1970,merialueet,800
1970,venelaiturit,105
1970,mehumaijat,2
1970,liikenne kaupunkiliikenne,22
1970,"Helsinki, Agricolankatu 11, 13",1
1970,ojat,4
1970,valtion laitokset,2
1970,"Helsinki, Helsinginkatu",3
1970,"Helsinki, Fleminginkatu. Karhupuisto",6
1970,myymäläkalusteet,26
1970,mallasjuomat olut,5
1970,purkutyöt,1
1970,19701200,2
1970,"Helsinki, Siltasaarenkatu. Porthaninkatu",2
1970,"Helsinki, Pohjolankatu",15
1970,"Helsinki, Toinen linja 17, 19",1
1970,"Helsinki, Meritullinkatu 26",2
1970,musiikkiliikkeet,2
1970,aikuiset,332
1970,"Helsinki, Kallion kirkkopuisto",2
1970,lastenvaunut,125
1970,juomat,4
1970,kattilat,2
1970,"Helsinki, Mannerheimintie. Kaivokatu",1
1970,mopot,5
1970,julisteet,179
1970,"Helsinki, Pitkänsillanranta. Saariniemenkatu.",1
1970,"Helsinki, Tokoinranta",85
1970,sähkölaitteet,5
1970,kellarit,3
1970,matkat,1
1970,"Helsinki, Iso-Roobertinkatu 15, 13",2
1970,"Helsinki, Viilarintie 5",3
1970,surutyö,2
1970,"Helsinki, Hakaniementori. Hakaniemen torikatu 4. Sörnäisten rantatie 1, 3, 5.",3
1970,vaatetusliikkeet,2
1970,luokkatyöskentely,2
1970,"Helsinki, Vanhankaupunginselkä",3
1970,lastentarhanopettajat,4
1970,kosket,43
1970,jäätyminen,2
1970,"Helsinki, Kauppamyllyntie",14
1970,muusikot,16
1970,Valtioneuvoston juhlahuoneisto,1
1970,katupöly,3
1970,sananvapaus,1
1970,asfaltti,5
1970,tupakkalaki,5
1970,lelukaupat,19
1970,Kallion kirkko,7
1970,kunnalliset lautakunnat,6
1970,maarakennus,2
1970,"Helsinki, Itäinen papinkatu 1",2
1970,linja-autoasemat,6
1970,vaatteet lastenvaatteet mekot miesten puvut,3
1970,illanvietot,2
1970,näyteikkunat,136
1970,sotilaspuvut,1
1970,myyjät,21
1970,alueet asuinalueet,57
1970,kilvet ja kyltit,283
1970,1970 - 1980 -luvuilla,1
1970,valomainokset,216
1970,ammatit rahastajat,1
1970,sloganit,10
1970,"Helsinki, Keskuskatu 7",2
1970,energiantuotantolaitokset,7
1970,Puistot,1
1970,"Helsinki, Pormestarinluodot",9
1970,oppilaat,86
1970,huovat,1
1970,1970 -luku mahd,1
1970,"Helsinki, Uutela",1
1970,kahvilat,25
1970,halot,9
1970,alusvaatteet,1
1970,"Helsinki, Viilarintie",8
1970,urheiluautot,1
1970,satamat,356
1970,veneet moottoriveneet soutuveneet,3
1970,tanssijat,1
1970,"Helsinki, Susisaari, Iso Mustasaari",6
1970,"Helsinki, Nervanderinkatu 3.",1
1970,lähikaupat,2
1970,junat,6
1970,maaliikenne,3
1970,Helsinki -- Suomenlinna,507
1970,maansiirtokoneet,4
1970,vaatteet lastenvaatteet paidat takit,2
1970,"Helsinki, Leankatu 10",2
1970,"Helsinki, Saariniemenkatu 6",9
1970,"Helsinki, Kallvikinniementie",3
1970,hirsirakennukset,64
1970,kaupunkikuva,22
1970,lampaat,3
1970,hiukset,4
1970,Olympiastadion,1
1970,julkiset rakennukset kirkkorakennukset,6
1970,Töölön yhteiskoulu,87
1970,ratapihat,11
1970,autot linja-autot,7
1970,"Helsinki, Eläintarhanlahti",2
1970,"Helsinki, Vasikkasaari",2
1970,kaivot,2
1970,ilmoitukset,3
1970,kattokoristeet,2
1970,Marjatta Väänänen,1
1970,"Helsinki, Laippatie",3
1970,"Helsinki, Myllypuron vesitorni",5
1970,"Helsinki, Tehtaankatu 29-27. - Telakkakatu 5.",2
1970,matkustajat,30
1970,edustustilaisuudet,1
1970,"Helsinki, Sinebrychoffin puisto",12
1970,valokuvanäyttelyt,21
1970,kissa,3
1970,asuinrakennukset puurakennukset huvilat,3
1970,makeiset,1
1970,käsityökalut,4
1970,"Helsinki, Hietalahdentori",2
1970,kujat,1
1970,muovituotteet muovipussit,2
1970,leirintä,1
1970,"Helsinki, Karamzininkatu 4",3
1970,"Helsinki, Karamzininkatu 2",1
1970,viikonpäivät sunnuntai,1
1970,paidat,3
1970,pankkipalvelut,1
1970,kirjastorakennukset,15
1970,"Helsinki, Hakaniemenkuja 4, 6",1
1970,"Helsinki, Museokatu 34 A 7",2
1970,rautatieasemat,26
1970,maakulkuneuvot,8
1970,lastuava työstö,4
1970,raideliikenne,18
1970,työhuoneet,1
1970,liikerakennukset myymälät valintamyymälät,2
1970,lapsen asema,1
1970,"Helsinki, Talin tenniskeskus",2
1970,troolarit,22
1970,"Helsinki, Porthaninrinne",2
1970,myyntiautomaatit,1
1970,hautajaiset,1
1970,luentosalit,9
1970,autot asuinalueet,1
1970,"Helsinki, Nervanderinkatu 3",7
1970,seurustelu,1
1970,tienrakennus,23
1970,katukuvat,7
1970,"Helsinki, Ruoholahdenkatu 5. Lastenkodinkatu 1",2
1970,"Helsinki, Hakaniemenkatu 3",1
1970,"Helsinki, Hakaniemenkatu 2",1
1970,1970 kevät,9
1970,"Helsinki, Töölönlahti. Helsinginkatu",1
1970,leikkikalut,128
1970,"Helsinki, Pitkäsillanranta 4",1
1970,laatikot,11
1970,"Helsinki, Kauppatori. Pohjoisesplanadi 7, 9, 11-13, 15-17.",1
1970,asemat linja-autoasemat,1
1970,Sängyt,1
1970,vanhemmat,4
1970,poni,12
1970,asunnot,44
1970,äänentoistolaitteet,9
1970,kartat pallokartat,1
1970,omistuskirjoitukset,1
1970,kodinkoneet liedet,1
1970,autot pysäköinti,15
1970,"Helsinki, Telakkakatu (?)",3
1970,Talvi,34
1970,vesistöt,16
1970,"Helsinki, Taivallahti",3
1970,"Helsinki, Kaarenjalka 3",1
1970,viheralueet,71
1970,"Helsinki, Kaarenjalka 1",2
1970,"Helsinki, Kaarenjalka 8",3
1970,elintarviketeollisuus,4
1970,"Helsinki, Simonkatu",1
1970,vaatteet takit,7
1970,nosturit,266
1970,koulurakennukset,124
1970,tupakka,13
1970,"Helsinki, Vanhankaupunginlahti",3
1970,koululaiset,153
1970,Suomenlinna,358
1970,urheilu,13
1970,henkilöautot,970
1970,"Helsinki, Aadolfinkatu",8
1970,leikki-ikäiset,13
1970,tikkaat,49
1970,linja-autoliikenne,3
1970,"Helsinki, Vartiokylänlahti",4
1970,"Helsinki, Holmanmoisionpolu 1",1
1970,"Helsinki, Kaivopuisto.  Harakka",3
1970,pyöräily,9
1970,"Helsinki, Armfeltintie",1
1970,antennit,5
1970,"Helsinki, Köydenpunojankatu",3
1970,musiikki,19
1970,huolto,35
1970,vuodenajat kesä,9
1970,"Helsinki, Tukholmankatu",3
1970,"Helsinki, Fleminginkatu 16. Helsinginkatu 18.",1
1970,käymälät,20
1970,"Helsinki, Senaatintori. Snellmaninkatu",1
1970,"Helsinki, Merikannontie. Linnankoskenkatu",5
1970,katuympäristö,239
1970,"Helsinki, Liisankatu",8
1970,vaatteet takit talvivaatteet,2
1970,"Helsinki, Linnanrakentajantie",13
1970,"Helsinki, Helsinki",11
1970,esineet,15
1970,"Helsinki, Emännänpolku. Kontulantie",11
1970,televisiot,3
1970,"Helsinki, Laivasillankatu",14
1970,"Helsinki, Kiikku. Kontulankaari",4
1970,muistomerkit,405
1970,"Helsinki, Perämiehenkatu 5",3
1970,"Helsinki, Eteläranta 10",1
1970,miekat,2
1970,varustamot,13
1970,"Helsinki, Perämiehenkatu 9",3
1970,alkoholikulttuuri,4
1970,teollisuulaitokset tuotantolaitokset,2
1970,sisäänkäynnit,318
1970,toimikunnat,5
1970,puukerrostalot,2
1970,tulitikkuteollisuus,2
1970,ministerit,1
1970,musiikkikasvatus,3
1970,pajat,2
1970,huoneistot,6
1970,myymälät elintarvikeliikkeet,7
1970,juhlaviikot,291
1970,korkeakoulutetut,16
1970,raudoittajat,7
1970,pysäköintialueet,238
1970,"Helsinki, Kaisaniemenranta",4
1970,teekannut,3
1970,"Helsinki, Iso-Sarvasto",2
1970,rakentamaton alue,2
1970,"Helsinki, Urheilukatu 7",1
1970,"Helsinki, Eevankatu",4
1970,suru,1
1970,rakennukset asuinalueet,10
1970,"Helsinki, Linjat",1
1970,lapset pojat tytöt,10
1970,"Helsinki, Viikin latokartano",9
1970,"Helsinki, Oikokatu",4
1970,"Helsinki, Vaasankatu 9 B 29",1
1970,"Helsinki, Kastelholmantie 3, 4.",2
1970,istutukset puut,2
1970,lautapelit,3
1970,"Helsinki, Kolmas linja 23",8
1970,"Helsinki, Aurorankatu 13",1
1970,"Helsinki, Latokartanonkaari 7",5
1970,kaupunkisuunnittelijat,6
1970,"Helsinki, Senaatintori, Hallituskatu",1
1970,"Helsinki, Vartiosaari",10
1970,jääpeite,17
1970,takit,28
1970,"Helsinki, Lastenkodinkatu 2-10",3
1970,laskukoneet,1
1970,"Helsinki, Meritullinkatu, Liisankatu",1
1970,"Helsinki, Viides linja",1
1970,lentoasemat,1
1970,"Helsinki, Plotinrinne 7",1
1970,"Helsinki, Kirkkokatu 19",1
1970,"Helsinki, Puotinharju",11
1970,"Helsinki, Kirkkokatu 12",2
1970,pesijät,2
1970,elintarvikemyymälät,4
1970,"Helsinki, Kruunuvuorenselkä",14
1970,lautat,3
1970,"Helsinki, Hämeentie 3, 5.",1
1970,"Helsinki, Rauhankatu",5
1970,"Helsinki, Pikku Musta, Iso Mustasaari",1
1970,pukineet jalkineet kengät,1
1970,"Helsinki, Pälkäneentie 14, 18. Lemuntie 11.",3
1970,taitelijat,2
1970,kuusi,1
1970,vaatteet housut miesten puvut takit,2
1970,"Helsinki, Hernesaarenranta",1
1970,"Helsinki, Siltavuorenranta",11
1970,ravintolat,29
1970,"Helsinki, Hämeentie 135",4
1970,rakentaminen,36
1970,vuotuisjuhlat pääsiäinen,1
1970,asuinrakennukset,149
1970,puurakenteet,8
1970,portaat jalankulkijat,1
1970,"Helsinki, Olavinlinnantie 7",7
1970,kaitafilmikamerat,4
1970,lemmikkieläimet kissa,3
1970,työkulttuuri,2
1970,myllyt,4
1970,oppiaineet,1
1970,"Helsinki, MIkonkatu 1",1
1970,luova kirjoittaminen,2
1970,lehmät,1
1970,paperikaupat,1
1970,päihdeongelmaiset alkoholistit,1
1970,"Helsinki, Agricolankuja",2
1970,"Helsinki, Kaisaniemenranta 11",2
1970,"Helsinki, Unioninkatu. Kaisaniemenkatu",1
1970,"Helsinki, Tähtitorninkatu",2
1970,"Helsinki, Aleksanterinkatu. Keskuskatu 3b",1
1970,"Helsinki, Työmiehenkatu",6
1970,"Helsinki, Variksenmarjapolku 7",2
1970,vihannesviljely,2
1970,luottamustoimet,9
1970,"Helsinki, Kaikukuja",6
1970,"Helsinki, Eevankatu 10",1
1970,hedelmät,8
1970,johtajat,1
1970,"Helsinki, Kaarenjalka 10. Kontulankaari 2",2
1970,museot,30
1970,"Helsinki, Urheilukatu 3",5
1970,vaatturit,1
1970,mansikka,1
1970,kasinot,7
1970,"Helsinki, Linnanrakentajantie. Puusepänkatu. Laivalahdenkatu",7
1970,"Helsinki, Torkkelinkatu 19",9
1970,"Helsinki, Neljäs linja 26",4
1970,arkkitehdit,4
1970,"Helsinki, Neljäs linja 24",16
1970,"Helsinki, Tallberginkatu 1",2
1970,kesä,29
1970,julkaisutoiminta,1
1970,"Helsinki, Runebergin esplanadi",3
1970,"Helsinki, Kaarenjalka 8. Kontulankaari 4",2
1970,kyyhkyt,9
1970,"Helsinki, Puotilanniemi",4
1970,huonekalut tuolit pöydät kirjahyllyt,1
1970,pukeutuminen,23
1970,uimarannat,86
1970,vihannekset,28
1970,"Helsinki, Runeberginkatu 59",2
1970,seremoniat,38
1970,"Helsinki, Runeberginkatu 51",2
1970,Vanha ylioppilastalo,3
1970,kaalit,5
1970,talonmiehet,8
1970,naamiot,2
1970,rakennukset hallintorakennukset asuinrakennukset kerrostalot,3
1970,liikenne joukkoliikenne linja-autoliikenne,9
1970,vasemmistoliikkeet,1
1970,tanssi,5
1970,"Helsinki, Vuorimiehenpuistikko",4
1970,"Helsinki, Sompasaari",3
1970,päällysvaatteet,1
1970,"Helsinki, Neljäs linja 2. Hämeentie 14",4
1970,"Helsinki, Kansakoulukatu 3 B",1
1970,valtionarkistot,2
1970,"Helsinki, Mannerheimintie 17",1
1970,piirrokset,3
1970,"Helsinki, Kontulantie 6",5
1970,vesilinnut,1
1970,"Helsinki, Agricolankatu 13",2
1970,"Helsinki, Agricolankatu 11",2
1970,"Helsinki, Mikonkatu. Kaivokatu",4
1970,luistelijat,6
1970,näyttelytilat,159
1970,"Helsinki, Vilhonkatu. Mikonkatu",1
1970,"Helsinki, Hakaniemi",2
1970,uunit kaakeliuunit,6
1970,ammeet,1
1970,19700830,344
1970,"Helsinki, Kolmas linja 1",1
1970,julkiset rakennukset kirkkorakennukset hallintorakennukset,3
1970,Rannat,3
1970,muovailumassat,9
1970,kaupunkirakentaminen,18
1970,"Helsinki, Ulappasaarentie 1",1
1970,kamppailulajit,1
1970,rakennukset julkiset rakennukset konserttitalot kongressitalot,3
1970,"Helsinki, Ulappasaarentie 4",1
1970,nuorisoseurat,2
1970,pensasaidat,37
1970,televisio,4
1970,opiskelu,2
1970,"Helsinki, Hanasaarenkatu. Sörnäisten Rantatie",1
1970,ampuma-aseet,3
1970,veneet soutuveneet,1
1970,"Helsinki, Toinen linja. Porthaninrinne",2
1970,vapaa-ajantoiminnat,3
1970,urheilukeskukset,2
1970,osallistujat,167
1970,esikuvat,1
1970,"Helsinki, Vuorimiehenkatu",7
1970,uimapuvut,5
1970,"Helsinki, Neljäs Linja 15, 17, 18, 19. Siltasaarenkatu 28.",1
1970,terminaalit,8
1970,ilta,33
1970,"Helsinki, Porthaninkatu 14",1
1970,"Helsinki, Porthaninkatu 15",4
1970,"Helsinki, Porthaninkatu 17",1
1970,"Helsinki, Porthaninkatu 10",4
1970,kallioleikkaukset,24
1970,raideliikenne metro,5
1970,"Helsinki, Mannerheimintie 16,14,12,10",1
1970,"Helsinki, Hämeentie, Haapaniemenkatu",3
1970,maanviljely,1
1970,vapaa-aika,38
1970,harrastukset,18
1970,"Helsinki, Keinulaudantie",1
1970,ihmisoikeudet,1
1970,Helsingin Sanomat,5
1970,"Helsinki, Kasarmitori. Pohjoinen Makasiinikatu",3
1970,Pöydät,1
1970,nostolaittteet nosturit,2
1970,niityt,135
1970,valokuvaus dokumenttivalokuvaus,2
1970,Senaatintori,2
1970,"Helsinki, Kirkonkyläntie 17",3
1970,media,12
1970,ulkorakennukset,13
1970,"Helsinki, Näkinkuja 3",4
1970,"Helsinki, Snellmaninkatu, Oikokatu",2
1970,Valtioneuvoston linna,1
1970,moottoripyörät,7
1970,satama-alueet,2
1970,puvut,3
